Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,,,,
Romania,ROU,146010,146880,147240,147420,147910,148350,148380,149720,149680,149300,149350,149430,149040,149290,149460,149550,149600,149650,149670,149640,149480,149630,149810,149920,150200,150380,150930,151090,147580,147690,147980,147900,147930,147980,147970,147820,147980,147470,147810,148570,147980,148180,148000,141300,141800,140390,136300,136340,136210,141560,139820,137330,139050,138300,138580,135210,,,,,,,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216310,2187950,2177110,2164000,2161110,2179890,2172870,2167900,2171620,2168610,2166510,2162770,2159800,2156800,2154880,2154630,2154940,2154500,2139520,2146500,2143500,2168400,2177218.125,2177218.125,2177218.125,,,,,,,
Rwanda,RWA,13150,13250,13350,13450,13550,13650,13750,13830,13970,14040,14480,15080,15050,15840,16120,16390,16650,16800,16970,17150,17600,17750,17900,18080,18190,18300,18420,18530,18550,18790,18770,18370,17300,14850,14850,15450,15950,16150,16610,16700,17490,18310,18040,18158.80005,17829.00024,18029.49951,18048.80005,18074.39941,18088.69995,18039.20044,18164.39941,18157.2998,18425,18095,18116.99951,18116.99951,,,,,,,
South Asia,SAS,2635040,2651870,2653150,2664860,2680040,2686390,2691460,2694460,2674330,2680420,2674620,2680460,2698840,2698090,2705480,2702330,2704250,2719770,2717900,2725780,2718110,2741406.001,2717452.002,2739427.998,2734223.999,2717680,2733156.001,2718482.002,2727847.998,2719903.999,2722070,2712782.002,2715143.999,2712726.001,2711887.998,2709480,2719272.002,2720693.999,2721776.001,2719641.001,2717700,2716940,2714750,2707770,2706260,2704410,2699360,2695093,2696790,2692409,2700281.001,2700735,2703845,2703765,2703897.402,2710571.1,,,,,,,
Saudi Arabia,SAU,861700,861900,862120,862410,862620,862840,863040,863400,863750,864200,864670,865170,865700,866400,866840,867500,868040,868560,869090,869620,870130,870680,872700,924230,976250,1027800,1079800,1131300,1182900,1234810,1236720,1237460,1307850,1377850,1447850,1517850,1587850,1667850,1737850,1737850,1737910,1737930,1737980,1737090,1737170,1736740,1736750,1735720,1734350,1734060,1733880,1733450,1732950,1735752.969,1736354.063,1736190,,,,,,,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682113.5938,682071.5625,681945.625,681861.5625,681861.5625,681861.5625,,,,,,,
Senegal,SEN,86470,86470,87470,87470,88470,88470,89470,91170,89030,88640,89460,89460,89960,90460,90460,90450,88440,88430,88420,88410,88400,88390,88380,88370,88360,88340,88320,88300,88270,88690,87090,87800,88180,89150,88150,89070,86280,83900,91120,90270,87990,87500,86320,86870,87760,84880,85030,92750,94880,94580,89650,89650,88680,88680,88680,88680,,,,,,,
Singapore,SGP,140,140,130,130,130,130,130,120,120,120,100,110,110,90,80,80,80,80,80,80,70,60,60,60,50,40,30,30,20,20,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,12.00000048,8.000000119,8.000000119,7.599999905,7.5,8.000000119,6.999999881,6.999999881,7.400000095,7.300000191,7.300000191,6.700000167,6.600000262,6.600000262,6.600000262,,,,,,,
Solomon Islands,SLB,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,560,570,590,590,590,620,620,640,640,660,650,670,680,680,690,710,710,720,730,730,730,740,760,760,770,790,830,830,890,940,940,970,1010,1070,1070,1080,1080,1080,1080,1080,,,,,,,
Sierra Leone,SLE,26120,26170,26240,26290,26340,26390,26440,26540,26590,26640,26690,26740,26790,26840,26890,26940,26990,27090,27190,27240,27290,27440,27490,27640,28140,28190,28240,28250,28250,28250,28250,28150,28110,28100,28100,28100,28090,28090,28040,28100,30015.2002,32300.80078,35666.69922,37727.2998,38120.2002,40298.79883,36237.19971,37122.2998,38009.69971,39303.79883,40176.29883,38366.49902,39486.49902,39490,39490,39490,,,,,,,
El Salvador,SLV,12520,12520,12580,12580,12600,12500,12410,12390,12370,12350,12780,12810,12880,12980,13080,13000,13090,13500,14000,14100,13700,13410,13370,13470,13670,13870,13870,14070,14070,14100,14280,14510,14510,14540,14550,13880,14060,14500,14810,15000,15500,15550,15510,16100,15650,14740,15040,15500,15450,15350,15430,15710,15750,15930,15650,15840,,,,,,,
San Marino,SMR,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,
Somalia,SOM,439050,439100,439150,439200,439250,439300,439350,439400,439450,439500,439550,439600,439650,439700,439750,439800,439850,439900,439950,440000,440050,440100,440150,440200,440250,440300,440350,440390,440400,440420,440420,440430,440440,440500,440560,440610,440660,440670,440670,440670,440710,442260,442760,443770,443770,441680,440280,441280,441280,441280,440280,440250,441250,441250,441250,441250,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35370,35728.99902,36036.00098,35180,35216.00098,35281.99951,34626.00098,34911.99951,35063.99902,34685,34400,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,7772085.117,7775200,7801349.102,7809770.703,7826871.289,7804459.883,7824288.711,7836259.492,7896580.313,7869524.688,7868265.586,7829770,7881480,7837200,7837670,7846770,7804570,7804820,7798760,7830120,7809690,7830690,7849180,7896640,7949410,8019220,8028640,8053930,8074090,8100730,8146960,8176240,8585860,8634040,8679270,8709350,8745530,8774230,8828850,8858870,8876809.204,8909680.801,8970216.699,8997486.1,9082014.2,9092695.798,9120936,9163233.184,9158532.384,9193517.999,10207795.28,10251267.35,10246757.12,10246768.56,10244863.55,10246193.55,,,,,,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285331.9922,285331.9922,285331.9922,285331.9922,285331.9922,285331.9922,,,,,,,
Sub-Saharan Africa,SSF,7773125.117,7776250,7802399.102,7810820.703,7827931.289,7805499.883,7825388.711,7837419.492,7897740.313,7870694.688,7869435.586,7830950,7882660,7838380,7838850,7847960,7805760,7806010,7799950,7831310,7810880,7831890,7850380,7897840,7950610,8020420,8029840,8055110,8075260,8101880,8148100,8177370,8586970,8635130,8680350,8710420,8746590,8775290,8829890,8859920,8877869.204,8910720.801,8971246.699,8998506.1,9083014.2,9093675.798,9121886,9164173.184,9159471.384,9194451.999,10208700.28,10252152.35,10247632.62,10247644.06,10245739.05,10247069.05,,,,,,,
Small states,SST,836453,836763,837043,837343,837464,837924,837774,837534,836684,834879,834494,834354,834306.0001,833443,831047,832302.9999,833125.0001,834477,834466,833884,834390.9999,834784,834872,835399,835790,836052,836804.9999,836997.9999,836619.9999,837119.0001,837509,851132.0001,852803,851537.9999,851780.0001,852345,852681,851926,852623,853793,852363,850097.0001,850992.0001,851499.3002,852689.0002,856771.6005,856366.8997,857315.5993,858369.6004,857923.2997,858293.5993,857758.2,854547.4003,856228.7998,854765.8958,856297.5961,,,,,,,
Sao Tome and Principe,STP,350,350,350,350,360,360,360,360,360,360,370,370,370,370,370,370,370,370,370,370,370,370,370,370,380,380,380,380,420,420,420,420,420,440,450,450,460,460,470,490,510,510,540,500,490,490,495,490,490,485,487.0000076,487.0000076,487.0000076,487.0000076,487.0000076,487.0000076,,,,,,,
Suriname,SUR,410,420,410,460,470,440,430,430,470,480,520,530,560,570,580,590,610,620,640,690,730,750,750,770,810,840,880,880,880,880,890,890,890,890,890,890,880,880,880,880,860,740,805,775,728.0000305,728.0000305,700,708.0000305,804.0000153,783.0000305,800,731.9999695,831.9999695,881.9999695,870,870,,,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24460,24460,24460,24440,24450,24430,24430,24400,22550,22370,22360,19340,19410,19390,19300,19370,19300,19446.99951,19296.99951,19274.00024,18934.00024,18894.00024,18885.99976,18860,,,,,,,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5640,5600,5490,5380,5250,4950,4900,5000,5180,5100,5050,5100,4920,5090,4910,4980,6185.599976,6251.199951,6238.599854,6206.099854,6117.89978,6102.10022,6148.400269,6164.899902,6174.799805,,,,,,,
Sweden,SWE,42370,41720,39810,39430,38490,37970,37850,37210,37450,37530,37580,37340,37180,37350,37260,37350,37220,37280,37110,37040,36750,36600,36360,36110,34940,34760,34550,34370,34180,34130,33580,33440,33560,33560,32670,32970,32590,32310,31940,31530,31540,31700,31630,31840,32160,31630,31370,30930,30790,30850,30660,30486.00098,30478.99902,30326.99951,30398.00049,30315,,,,,,,
Eswatini,SWZ,14680,14780,14740,14770,14840,14930,14970,14980,14940,14940,14940,15130,15130,14820,13130,13710,13930,13930,13400,12910,12840,12860,12880,12690,12840,13290,13070,12850,12640,12380,12270,12230,12220,12220,12220,12220,12230,12230,12230,12230,12240,12240,12240,12240,12240,12240,12240,12240,12220,12220,12220,12220,12220,12220,12220,12220,,,,,,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,29.00000095,24.00000095,15,15,15.49999952,15.49999952,15.49999952,15.49999952,,,,,,,
Syrian Arab Republic,SYR,149410,149700,150410,148540,142990,136300,136300,134210,134450,134590,134580,141610,144780,145170,141070,142130,140400,140090,139600,140620,141150,141130,139910,139730,139510,139200,139070,137330,134920,134950,135120,136130,136420,137860,137890,137900,138040,137540,137670,137110,137230,137590,138130,139050,138280,138770,138970,138980,139080,139080,139150,139210,139210,139210,139210,139210,,,,,,,
Turks and Caicos Islands,TCA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,
Chad,TCD,479000,479000,479000,479000,479000,479000,479000,479000,479000,479000,479000,479000,479100,479200,480000,481000,481000,481500,481500,481500,481500,481500,481500,481500,481550,482050,482050,482300,482500,483000,483500,483700,484000,484200,484500,484300,486300,486300,486300,486300,489300,487300,488300,488300,495300,494800,493310,493310,493350,495350,499350,499350,499350,499350,499350,499350,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,5671100.4,5703942.5,5738861.701,5774373.2,5815877.401,5855955.299,5897780.799,5937347,5984533.399,6036569.1,6075231.8,6133234.3,6195722.901,6274458.702,6328765.401,6246990.201,6321491.402,6385790.099,6429330.099,6478155.401,6536911.9,6639511.9,6750584.399,6856815.201,7011181.5,7096766.999,7188144.999,7263141.998,7337223.002,7409340.001,7438654,7441974,7443492.999,7482847.999,7493849,7498440.001,7613326.002,7620856.002,7650908.001,7659996.002,7646386,7637261,7485868.402,7519376.967,7517495.082,7495710.002,7522069.998,7543068.997,7567147,7576725.994,7588938.997,7601014.969,7611346.98,7621652,7760341.697,7741669.031,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,783450,785150,792040,791660,790630,793080,790640,794710,804250,798910,799660,803360,801450,796740,791670,793300,794630,794460,802300,798490,797660,783410,778650,788290,793450,796770,806660,804710,807400,805190,809060,6700992.002,6672966.001,6665720,6602786.001,6578597.939,6599414.971,6586118.97,6580986.968,6579416.968,6563911.938,6539738.062,6515440.063,6502717.998,6488856.001,6514899.996,6492114.933,6477368.068,6469664.965,6512438.975,6509282.998,6504525.935,6530018.241,6537060.827,6536592.124,6530710.127,,,,,,,
Togo,TGO,30700,30700,30700,30700,30750,30750,30750,30750,30750,30750,28800,28800,28800,28800,28800,28800,28800,29800,30300,30350,30350,30350,30350,30850,30900,30900,31100,31400,31400,31900,31950,31950,33000,33000,33000,34000,34500,35300,36300,36300,34800,35050,34800,34550,32500,32800,34950,35450,36050,36650,36650,38500,38200,38200,38200,38200,,,,,,,
Thailand,THA,116530,119800,124600,126900,129400,132100,134600,137000,139200,142480,143990,152300,160800,168830,172200,175480,179650,183760,187020,189380,193410,197790,198980,200510,205770,207750,212400,213300,213370,213830,215160,213740,212450,211200,212100,208630,204420,200520,200170,198340,198280,196890,195540,195550,196100,197000,198000,200500,208790,210600,210600,218600,221100,221100,221100,221100,,,,,,,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44890,45430,44700,45820,45850,45620,45470,45680,45730,45730,45710,45960,46500,46720,47350,47290,47270,47593.99902,47557.00195,47527.99805,47490,47430,47380,47380,47380,,,,,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353500,354500,354500,355000,355000,355000,355000,355400,355000,355000,353500,351900,350500,348800,347000,345500,343500,342050,340000,338380,338380,338380,338380,338380,338380,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,5571190,5623300,5673800,5715300,5758190,5800980,5837060,5893410,5986580,6007360,6072450,6118480,6159160,6216129,6263610,6304490,6347950,6368660,6402762,6430955,6458988,6499830,6540922,6572500,6594958,6643012,6673090,6696480,6725680,6785749,6832288,6850377,6885927,6892694.004,6971330,7009504,7024060,7043795,7059414,7063487,7053375.999,7070780,7117977,7199472.301,7244997.938,7276323.099,7305607.9,7331782,7334513.7,7366897.702,7388272.201,7410555.61,7479196.015,7493813.602,7491332.011,7481741.01,,,,,,,
Timor-Leste,TLS,2300,2300,2300,2300,2300,2300,2320,2320,2330,2430,2430,2450,2500,2500,2550,2580,2620,2710,2760,2790,2820,2840,2860,2890,2920,2950,2990,3030,3050,3180,3300,3300,3350,3400,3400,3420,3430,3410,3370,3370,3620,3620,3650,3850,3850,3850,3750,3800,3820,3720,3730,3840,3800,3800,3800,3800,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2005230,2004150,2006600,2007130,2009600,2009320,2015630,2018670,2025420,2032710,2062730,2074090,2078720,2079610,2069870,2072580,2071230,2067770,2079060,2066910,2029796,2037553.4,2044467.4,2051423.6,2054688,2054898,2060850,2067570,2064678,2065612,2090124,2108259.8,2121920,2127110,2125510,2129904.6,2120429.199,2132456.201,2119555,2107940,2116980,2124160,2130206.992,2138933,1976710,1975953,1980189,1957247,1955310.989,1960125.992,1962000.023,1964643.922,1967534.606,1972746.899,1973980.686,1972554.292,,,,,,,
Tonga,TON,270,280,290,290,300,310,310,310,330,320,320,330,330,340,340,330,330,330,330,340,340,340,330,330,330,330,330,330,320,320,320,320,320,320,330,330,310,310,310,300,300,300,300,300,300,310,310,310,320,320,320,330,330,330,330,330,,,,,,,
South Asia (IDA & IBRD),TSA,2635040,2651870,2653150,2664860,2680040,2686390,2691460,2694460,2674330,2680420,2674620,2680460,2698840,2698090,2705480,2702330,2704250,2719770,2717900,2725780,2718110,2741406.001,2717452.002,2739427.998,2734223.999,2717680,2733156.001,2718482.002,2727847.998,2719903.999,2722070,2712782.002,2715143.999,2712726.001,2711887.998,2709480,2719272.002,2720693.999,2721776.001,2719641.001,2717700,2716940,2714750,2707770,2706260,2704410,2699360,2695093,2696790,2692409,2700281.001,2700735,2703845,2703765,2703897.402,2710571.1,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,7773125.117,7776250,7802399.102,7810820.703,7827931.289,7805499.883,7825388.711,7837419.492,7897740.313,7870694.688,7869435.586,7830950,7882660,7838380,7838850,7847960,7805760,7806010,7799950,7831310,7810880,7831890,7850380,7897840,7950610,8020420,8029840,8055110,8075260,8101880,8148100,8177370,8586970,8635130,8680350,8710420,8746590,8775290,8829890,8859920,8877869.204,8910720.801,8971246.699,8998506.1,9083014.2,9093675.798,9121886,9164173.184,9159471.384,9194451.999,10208700.28,10252152.35,10247632.62,10247644.06,10245739.05,10247069.05,,,,,,,
Trinidad and Tobago,TTO,970,970,980,980,980,980,980,980,980,980,1010,1010,1100,1110,1060,1060,1060,1060,1060,1010,950,880,740,740,710,710,710,720,720,770,810,810,810,810,760,760,710,660,670,670,600,600,600,550,540,540,540,540,540,540,540,540,540,540,540,540,,,,,,,
Tunisia,TUN,86480,86270,86060,86690,86480,86270,86060,85850,87160,88820,88680,89470,90160,90450,90940,91430,91690,90340,89510,87000,87500,88160,88990,88980,88220,87060,86960,84920,86700,86440,92100,93550,94220,92830,93480,93240,93470,94200,95260,95510,94990,97630,97840,98300,98240,98060,98050,98810,97890,100380,100720,99220,99430,100730,100730,100730,,,,,,,
Turkey,TUR,365170,366480,373700,372920,372960,374840,373000,376010,386430,381780,383140,388260,387870,383280,379620,379030,380290,380450,388920,385790,386130,371910,367180,376130,381300,384830,394270,392630,398970,396770,400670,399040,399130,401490,394930,393640,392420,399190,403020,404790,409680,411960,406440,412100,412230,404930,395050,391220,389110,390120,382470,384070,384230,385610,385460,383270,,,,,,,
Tuvalu,TUV,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17.00000048,17.00000048,17.00000048,17.00000048,17.00000048,17.00000048,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,,,,,,,
Tanzania,TZA,260000,260000,270000,270000,270000,270000,270000,270000,270000,280000,290000,290000,290000,290000,290000,290000,290000,300000,300000,300000,310000,310000,310000,310000,320000,320000,320000,320000,320000,320000,324030,324000,326000,329000,332000,335000,337030,338000,339000,340000,341000,342000,342700,351600,353600,353600,356500,369743.9844,373000,374500,383000,397000,396500,396500,396500,396500,,,,,,,
Uganda,UGA,90180,91140,92580,98730,98710,98850,98880,99250,99500,99800,100300,101000,101800,102640,104070,105380,105380,106100,106100,106800,107600,108400,113000,115000,116000,118170,118170,118170,118620,119620,120320,120520,120820,121020,121220,121720,121720,122420,122620,125120,126120,128120,131120,132620,132620,134627.5,136635,139142.5,141150,142650,144150,144650,144150,144150,144150,144150,,,,,,,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419290,418900,418610,418530,418400,418540,416110,414530,414060,413850,413960,413550,413540,413040,412840,412660,412920,412760,412670,412810,412970,415260,415110,415080,415150,,,,,,,
Upper middle income,UMC,11816167.4,11894989.5,11981248.7,12049250.2,12122583.4,12203861.3,12277506.8,12377223,12527669.4,12595825.1,12708247.8,12821190.3,12932298.9,13044333.7,13125361.4,13219606.2,13323187.4,13401416.1,13502838.1,13555326.4,13643171.9,13780358.9,13928512.4,14074932.2,14265043.5,14403513,14537631,14637378,14735567,14864577,14956817,20015183,20076289,20116695,20139591,20160002.94,20188061.97,20209117.97,20222232.87,20222253.97,20195352.94,20189686.06,20230423.87,20326281,20193500.04,20209939,20247454.94,20246609.06,20259853.36,20348849.76,20371274.22,20409474.56,20504034.75,20532587.54,20666135.83,20653740.74,,,,,,,
Uruguay,URY,163540,162490,161410,160840,159730,159150,158420,157220,156480,154810,154410,154000,153600,153210,152810,152400,152010,151610,151210,150810,150530,150210,149920,149620,149330,148950,148580,148390,148220,149170,149210,149250,149300,149340,149380,149410,149450,149500,149540,149580,149620,149230,149270,148290,148320,146950,145500,146740,148140,144330,145260,142300,144630,144495.9961,144495.9961,144495.9961,,,,,,,
United States,USA,4475090,4439910,4414430,4390120,4358730,4355500,4353070,4357950,4354470,4344000,4333000,4323000,4312000,4301580,4301580,4301580,4303310,4281630,4281630,4281630,4281630,4313990,4313990,4313990,4313990,4313990,4269480,4269480,4269480,4269480,4269480,4254290,4229480,4211390,4201390,4163060,4148850,4145880,4138870,4143990,4149440,4130640,4139250,4115210,4117840,4092148.125,4128575.938,4133125.938,4099606.875,4084261.875,4046693.125,4087065,4058416.875,4078655,4058625,4058625,,,,,,,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277240,276480,276430,276450,276430,276400,273370,273330,273250,273300,270460,268400,268400,267400,267400,266900,266400,266200,266700,266300,267500,267700,267700,267700,267700,,,,,,,
St. Vincent and the Grenadines,VCT,100,100,110,110,110,110,110,110,110,110,110,110,100,100,100,100,110,110,120,120,120,110,120,120,120,130,130,130,130,120,120,120,120,120,120,110,110,110,110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,
"Venezuela, RB",VEN,192320,193020,193720,194440,195140,195840,196660,197580,198400,199330,200260,200650,201790,202440,202980,204700,206840,207400,209000,210200,210400,211600,212800,213900,216400,218500,219600,220100,218100,218600,218570,216070,216030,216100,216200,216320,216360,216420,216330,216350,216380,215400,215400,215900,215950,215550,215590,216000,215000,216000,216000,216000,216000,216000,216000,216000,,,,,,,
British Virgin Islands,VGB,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,90,90,90,90,90,90,90,90,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,,,,,,,
Virgin Islands (U.S.),VIR,120,120,140,160,160,160,150,150,150,150,150,150,150,150,150,150,150,150,150,160,160,150,140,140,120,120,120,110,110,100,100,100,100,90,80,80,80,80,70,70,70,60,60,60,60,40,40,40,40,40,40,40,40,40,40,40,,,,,,,
Vietnam,VNM,62920,62970,63020,63070,63120,63170,63420,63670,63820,64170,64220,64470,64820,65070,65120,67220,68120,68360,68500,68580,68760,68840,69020,69100,67500,67250,67100,67100,67150,67260,67510,70250,70870,71400,70790,76820,78440,80550,84130,87800,94830,94550,95370,97955.99609,100540.9961,100780,100625.9961,102407.998,102920,107600.9961,107685.9961,107932.998,108527.998,121480,121720,121780,,,,,,,
Vanuatu,VUT,1050,1050,1050,1050,1130,1130,1130,1130,1130,1200,1200,1200,1200,1200,1260,1260,1270,1270,1280,1280,1310,1320,1350,1350,1370,1410,1430,1470,1490,1520,1540,1570,1590,1600,1650,1670,1680,1720,1730,1750,1770,1780,1800,1810,1830,1850,1870,1870,1870,1870,1870,1870,1870,1870,1870,1870,,,,,,,
World,WLD,37189665.52,37282412.5,37405407.8,37505717.9,37624442.69,37696757.18,37822740.51,37913943.49,38142638.71,38192527.79,38297982.39,38388309.3,38574806.9,38650755.7,38736139.4,38711784.2,38691457.4,38742093.1,38859534.1,38976765.4,38992880.9,39156936.3,39231633.8,39525006.8,39807047.5,40031280,40201773,40373558,40502181.01,40670334.01,40775831,46812147.81,47290785.01,47507330.01,47561579.99,47663056.55,47867501.17,48013126.17,48052357.86,48110831.77,48083779.85,47960702.55,47816975.95,47923939.57,47929156.23,47817121.01,47799137.85,47762211.39,47637426.01,47621750.46,48728564.65,48796540.81,48770736.05,48911665.74,48617502.92,48632687.6,,,,,,,
Samoa,WSM,560,570,570,570,620,620,620,630,630,635,640,640,640,640,650,690,710,710,735,740,770,770,775.9999847,780,780,784.0000153,766.9999695,770,542.0000076,540,540,520,520,510,510,510,510,510,507.9999924,480,480,470,450,430,420,402.0000076,385,370,349.0000153,350,350,350,350,350,350,350,,,,,,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,233370,233480,233600,233700,233800,233910,233980,234030,234130,234180,234260,234370,234420,234470,234600,234600,234600,234620,234630,234630,234650,234650,234650,234650,234700,234700,234790,234790,234810,236260,236310,234810,237250,237300,237360,237550,237200,236800,236680,236690,235950,236560,234950,235570,235230,236270,236270,235170,234520,235790,234520,235500,235460,235460,235460,235460,,,,,,,
South Africa,ZAF,1013350,1001350,989950,977500,966100,964450,961800,959900,957900,955900,953900,951950,949900,948050,945850,943820,943200,942800,942100,941600,941000,940330,940330,940330,940330,944000,946500,949000,953000,956000,960050,964730,969360,972650,975200,978900,979450,979880,980580,981250,980130,980280,979280,976080,974830,968880,968900,971080,969880,968910,963740,968410,968410,968410,968410,968410,,,,,,,
Zambia,ZMB,193070,193600,194040,194590,195130,196070,196610,197350,198040,198740,200530,202510,201440,202020,202370,204100,202740,201550,197800,198460,198360,198080,199610,199820,201250,202250,203660,205290,208970,208110,208260,210650,212020,214730,214580,218650,219710,220250,224050,224980,225550,226160,229090,228970,227620,230480,229840,230870,235860,234360,236360,238360,237360,238360,238360,238360,,,,,,,
Zimbabwe,ZWE,109850,110700,111550,112400,113050,114100,114950,115800,116650,117500,118350,119000,119350,120200,120550,120900,121150,121650,122150,122750,123500,124350,125100,125650,126400,127150,127900,128800,129550,130100,131800,133500,135200,137200,138600,142350,144190,145200,148400,150600,152400,154700,156500,160000,161000,163000,162000,164500,163000,162000,164000,162000,162000,162000,162000,162000,,,,,,,
